method,split,risk_budget,seed,episodes,success,shape_error,memory_error,memory_calibration_error,mechanism_macro_f1,tail_risk,damage_rate,force_clip_rate,contact_rate,diagnostic_rate,max_stretch,strain_energy
oracle_latent_state,occluded_contact_memory,0.20,7,8,0.75000,0.13217,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.12083,0.00000,2.19925,0.93372
oracle_latent_state,occluded_contact_memory,0.30,0,8,0.87500,0.13268,0.00000,0.00000,1.00000,0.12500,0.00000,0.00834,0.11250,0.00000,2.09240,0.99453
oracle_latent_state,occluded_contact_memory,0.30,1,8,0.75000,0.12783,0.00000,0.00000,1.00000,0.25000,0.00000,0.00625,0.05417,0.00000,2.26975,0.97989
oracle_latent_state,occluded_contact_memory,0.30,2,8,1.00000,0.12809,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.10625,0.00000,2.17448,0.93646
oracle_latent_state,occluded_contact_memory,0.30,3,8,0.87500,0.12569,0.00000,0.00000,1.00000,0.12500,0.00000,0.00417,0.00625,0.00000,2.11802,0.81551
oracle_latent_state,occluded_contact_memory,0.30,4,8,1.00000,0.12299,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.03750,0.00000,2.19968,1.04674
oracle_latent_state,occluded_contact_memory,0.30,5,8,0.75000,0.12497,0.00000,0.00000,1.00000,0.25000,0.00000,0.00417,0.03333,0.00000,2.13627,0.81557
oracle_latent_state,occluded_contact_memory,0.30,6,8,1.00000,0.12725,0.00000,0.00000,1.00000,0.00000,0.00000,0.00833,0.02500,0.00000,2.16589,0.96262
oracle_latent_state,occluded_contact_memory,0.30,7,8,0.75000,0.13217,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.12083,0.00000,2.19925,0.93372
oracle_latent_state,occluded_contact_memory,0.40,0,8,0.87500,0.13268,0.00000,0.00000,1.00000,0.12500,0.00000,0.00834,0.11250,0.00000,2.09240,0.99453
oracle_latent_state,occluded_contact_memory,0.40,1,8,0.75000,0.12783,0.00000,0.00000,1.00000,0.25000,0.00000,0.00625,0.05417,0.00000,2.26975,0.97989
oracle_latent_state,occluded_contact_memory,0.40,2,8,1.00000,0.12809,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.10625,0.00000,2.17448,0.93646
oracle_latent_state,occluded_contact_memory,0.40,3,8,0.87500,0.12569,0.00000,0.00000,1.00000,0.12500,0.00000,0.00417,0.00625,0.00000,2.11802,0.81551
oracle_latent_state,occluded_contact_memory,0.40,4,8,1.00000,0.12299,0.00000,0.00000,1.00000,0.00000,0.00000,0.00625,0.03750,0.00000,2.19968,1.04674
oracle_latent_state,occluded_contact_memory,0.40,5,8,0.75000,0.12497,0.00000,0.00000,1.00000,0.25000,0.00000,0.00417,0.03333,0.00000,2.13627,0.81557
oracle_latent_state,occluded_contact_memory,0.40,6,8,1.00000,0.12725,0.00000,0.00000,1.00000,0.00000,0.00000,0.00833,0.02500,0.00000,2.16589,0.96262
oracle_latent_state,occluded_contact_memory,0.40,7,8,0.75000,0.13217,0.00000,0.00000,1.00000,0.25000,0.00000,0.00208,0.12083,0.00000,2.19925,0.93372
particle_filter_memory,combined_memory_stress,0.10,0,8,0.37500,0.13744,0.14034,0.31950,0.50000,0.62500,0.62500,0.03750,0.36667,0.50000,2.20137,1.13422
particle_filter_memory,combined_memory_stress,0.10,1,8,0.37500,0.14922,0.19962,0.21426,0.37500,0.62500,0.37500,0.03958,0.17083,0.25000,2.28827,1.17455
particle_filter_memory,combined_memory_stress,0.10,2,8,0.50000,0.14107,0.17482,0.15217,0.37500,0.50000,0.37500,0.04167,0.11667,0.12500,2.29795,1.15362
particle_filter_memory,combined_memory_stress,0.10,3,8,0.37500,0.14406,0.19808,0.14828,0.37500,0.62500,0.25000,0.02708,0.24792,0.25000,2.12685,1.04598
particle_filter_memory,combined_memory_stress,0.10,4,8,0.75000,0.13881,0.18745,0.15605,0.62500,0.25000,0.25000,0.03542,0.16875,0.25000,2.22332,1.13274
particle_filter_memory,combined_memory_stress,0.10,5,8,0.37500,0.14600,0.22690,0.13774,0.50000,0.62500,0.25000,0.03333,0.17917,0.25000,2.27296,1.09970
particle_filter_memory,combined_memory_stress,0.10,6,8,0.37500,0.14772,0.21021,0.13952,0.37500,0.62500,0.37500,0.03750,0.15208,0.37500,2.31225,1.13891
particle_filter_memory,combined_memory_stress,0.10,7,8,0.37500,0.14354,0.14636,0.25738,0.50000,0.62500,0.37500,0.03125,0.35208,0.37500,2.21239,1.09373
particle_filter_memory,combined_memory_stress,0.20,0,8,0.12500,0.13048,0.14034,0.31950,0.50000,0.87500,0.87500,0.03542,0.52917,1.00000,2.28296,1.10683
particle_filter_memory,combined_memory_stress,0.20,1,8,0.37500,0.14027,0.19962,0.21426,0.50000,0.62500,0.50000,0.04167,0.27917,0.87500,2.30627,1.19220
particle_filter_memory,combined_memory_stress,0.20,2,8,0.62500,0.13119,0.17482,0.15217,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
particle_filter_memory,combined_memory_stress,0.20,3,8,0.12500,0.13910,0.19808,0.14828,0.50000,0.87500,0.75000,0.03333,0.47917,1.00000,2.32713,1.13539
particle_filter_memory,combined_memory_stress,0.20,4,8,0.37500,0.13612,0.18745,0.15605,0.50000,0.62500,0.50000,0.03542,0.28750,1.00000,2.27275,1.13995
particle_filter_memory,combined_memory_stress,0.20,5,8,0.12500,0.13666,0.22690,0.13774,0.50000,0.87500,0.87500,0.03333,0.39583,1.00000,2.40139,1.18141
particle_filter_memory,combined_memory_stress,0.20,6,8,0.37500,0.14303,0.21021,0.13952,0.50000,0.62500,0.50000,0.03542,0.38542,1.00000,2.26352,1.16677
particle_filter_memory,combined_memory_stress,0.20,7,8,0.37500,0.13875,0.14636,0.25738,0.50000,0.62500,0.62500,0.02917,0.42917,1.00000,2.32975,1.16654
particle_filter_memory,combined_memory_stress,0.30,0,8,0.12500,0.13048,0.14034,0.31950,0.50000,0.87500,0.87500,0.03542,0.52917,1.00000,2.28296,1.10683
particle_filter_memory,combined_memory_stress,0.30,1,8,0.37500,0.14027,0.19962,0.21426,0.50000,0.62500,0.50000,0.04167,0.27917,0.87500,2.30627,1.19220
particle_filter_memory,combined_memory_stress,0.30,2,8,0.62500,0.13119,0.17482,0.15217,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
particle_filter_memory,combined_memory_stress,0.30,3,8,0.12500,0.13910,0.19808,0.14828,0.50000,0.87500,0.75000,0.03333,0.47917,1.00000,2.32713,1.13539
particle_filter_memory,combined_memory_stress,0.30,4,8,0.37500,0.13612,0.18745,0.15605,0.50000,0.62500,0.50000,0.03542,0.28750,1.00000,2.27275,1.13995
particle_filter_memory,combined_memory_stress,0.30,5,8,0.12500,0.13666,0.22690,0.13774,0.50000,0.87500,0.87500,0.03333,0.39583,1.00000,2.40139,1.18141
particle_filter_memory,combined_memory_stress,0.30,6,8,0.37500,0.14303,0.21021,0.13952,0.50000,0.62500,0.50000,0.03542,0.38542,1.00000,2.26352,1.16677
particle_filter_memory,combined_memory_stress,0.30,7,8,0.37500,0.13875,0.14636,0.25738,0.50000,0.62500,0.62500,0.02917,0.42917,1.00000,2.32975,1.16654
particle_filter_memory,combined_memory_stress,0.40,0,8,0.12500,0.13048,0.14034,0.31950,0.50000,0.87500,0.87500,0.03542,0.52917,1.00000,2.28296,1.10683
particle_filter_memory,combined_memory_stress,0.40,1,8,0.37500,0.14027,0.19962,0.21426,0.50000,0.62500,0.50000,0.04167,0.27917,0.87500,2.30627,1.19220
particle_filter_memory,combined_memory_stress,0.40,2,8,0.62500,0.13119,0.17482,0.15217,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
particle_filter_memory,combined_memory_stress,0.40,3,8,0.12500,0.13910,0.19808,0.14828,0.50000,0.87500,0.75000,0.03333,0.47917,1.00000,2.32713,1.13539
particle_filter_memory,combined_memory_stress,0.40,4,8,0.37500,0.13612,0.18745,0.15605,0.50000,0.62500,0.50000,0.03542,0.28750,1.00000,2.27275,1.13995
particle_filter_memory,combined_memory_stress,0.40,5,8,0.12500,0.13666,0.22690,0.13774,0.50000,0.87500,0.87500,0.03333,0.39583,1.00000,2.40139,1.18141
particle_filter_memory,combined_memory_stress,0.40,6,8,0.37500,0.14303,0.21021,0.13952,0.50000,0.62500,0.50000,0.03542,0.38542,1.00000,2.26352,1.16677
particle_filter_memory,combined_memory_stress,0.40,7,8,0.37500,0.13875,0.14636,0.25738,0.50000,0.62500,0.62500,0.02917,0.42917,1.00000,2.32975,1.16654
particle_filter_memory,hidden_strain_memory,0.10,0,8,0.50000,0.14720,0.17222,0.16551,0.62500,0.50000,0.25000,0.01042,0.01667,0.12500,2.32027,1.15073
particle_filter_memory,hidden_strain_memory,0.10,1,8,0.62500,0.13861,0.15769,0.13392,0.62500,0.37500,0.25000,0.01042,0.00000,0.25000,2.41684,1.13961
particle_filter_memory,hidden_strain_memory,0.10,2,8,0.37500,0.14110,0.20693,0.14562,0.50000,0.62500,0.25000,0.01042,0.09792,0.00000,2.28320,1.15257
particle_filter_memory,hidden_strain_memory,0.10,3,8,0.50000,0.14475,0.13742,0.16169,0.62500,0.50000,0.25000,0.01042,0.06042,0.37500,2.38410,1.18587
particle_filter_memory,hidden_strain_memory,0.10,4,8,0.37500,0.14495,0.19412,0.09796,0.62500,0.62500,0.25000,0.00834,0.08542,0.37500,2.36542,1.16338
particle_filter_memory,hidden_strain_memory,0.10,5,8,0.37500,0.14693,0.17201,0.12543,0.50000,0.62500,0.37500,0.01250,0.13750,0.25000,2.29476,1.17811
particle_filter_memory,hidden_strain_memory,0.10,6,8,0.50000,0.14907,0.16547,0.20693,0.62500,0.50000,0.25000,0.01042,0.10417,0.50000,2.37622,1.16349
particle_filter_memory,hidden_strain_memory,0.10,7,8,0.62500,0.14730,0.13004,0.19567,0.62500,0.37500,0.25000,0.01042,0.03958,0.37500,2.41477,1.15728
particle_filter_memory,hidden_strain_memory,0.20,0,8,0.50000,0.14133,0.17222,0.16551,0.62500,0.50000,0.37500,0.01042,0.12083,0.87500,2.41392,1.14258
particle_filter_memory,hidden_strain_memory,0.20,1,8,0.50000,0.13733,0.15769,0.13392,0.62500,0.50000,0.37500,0.01042,0.09375,1.00000,2.34871,1.13514
particle_filter_memory,hidden_strain_memory,0.20,2,8,0.12500,0.14535,0.20693,0.14562,0.62500,0.87500,0.75000,0.01042,0.35000,0.87500,2.32713,1.19490
particle_filter_memory,hidden_strain_memory,0.20,3,8,0.50000,0.14184,0.13742,0.16169,0.62500,0.50000,0.37500,0.00834,0.21875,0.87500,2.42053,1.14540
particle_filter_memory,hidden_strain_memory,0.20,4,8,0.50000,0.13620,0.19412,0.09796,0.62500,0.50000,0.37500,0.01042,0.18542,0.87500,2.38130,1.15026
particle_filter_memory,hidden_strain_memory,0.20,5,8,0.37500,0.13971,0.17201,0.12543,0.62500,0.62500,0.62500,0.00834,0.31875,1.00000,2.41165,1.14663
particle_filter_memory,hidden_strain_memory,0.20,6,8,0.50000,0.14484,0.16547,0.20693,0.75000,0.50000,0.25000,0.00625,0.18333,1.00000,2.35902,1.16297
particle_filter_memory,hidden_strain_memory,0.20,7,8,0.62500,0.13875,0.13004,0.19567,0.62500,0.37500,0.37500,0.01250,0.19375,1.00000,2.41203,1.13914
particle_filter_memory,hidden_strain_memory,0.30,0,8,0.50000,0.14133,0.17222,0.16551,0.62500,0.50000,0.37500,0.01042,0.12083,0.87500,2.41392,1.14258
particle_filter_memory,hidden_strain_memory,0.30,1,8,0.50000,0.13733,0.15769,0.13392,0.62500,0.50000,0.37500,0.01042,0.09375,1.00000,2.34871,1.13514
particle_filter_memory,hidden_strain_memory,0.30,2,8,0.12500,0.14535,0.20693,0.14562,0.62500,0.87500,0.75000,0.01042,0.35000,0.87500,2.32713,1.19490
particle_filter_memory,hidden_strain_memory,0.30,3,8,0.50000,0.14184,0.13742,0.16169,0.62500,0.50000,0.37500,0.00834,0.21875,0.87500,2.42053,1.14540
particle_filter_memory,hidden_strain_memory,0.30,4,8,0.50000,0.13620,0.19412,0.09796,0.62500,0.50000,0.37500,0.01042,0.18542,0.87500,2.38130,1.15026
particle_filter_memory,hidden_strain_memory,0.30,5,8,0.37500,0.13971,0.17201,0.12543,0.62500,0.62500,0.62500,0.00834,0.31875,1.00000,2.41165,1.14663
particle_filter_memory,hidden_strain_memory,0.30,6,8,0.50000,0.14484,0.16547,0.20693,0.75000,0.50000,0.25000,0.00625,0.18333,1.00000,2.35902,1.16297
particle_filter_memory,hidden_strain_memory,0.30,7,8,0.62500,0.13875,0.13004,0.19567,0.62500,0.37500,0.37500,0.01250,0.19375,1.00000,2.41203,1.13914
particle_filter_memory,hidden_strain_memory,0.40,0,8,0.50000,0.14133,0.17222,0.16551,0.62500,0.50000,0.37500,0.01042,0.12083,0.87500,2.41392,1.14258
particle_filter_memory,hidden_strain_memory,0.40,1,8,0.50000,0.13733,0.15769,0.13392,0.62500,0.50000,0.37500,0.01042,0.09375,1.00000,2.34871,1.13514
particle_filter_memory,hidden_strain_memory,0.40,2,8,0.12500,0.14535,0.20693,0.14562,0.62500,0.87500,0.75000,0.01042,0.35000,0.87500,2.32713,1.19490
particle_filter_memory,hidden_strain_memory,0.40,3,8,0.50000,0.14184,0.13742,0.16169,0.62500,0.50000,0.37500,0.00834,0.21875,0.87500,2.42053,1.14540
particle_filter_memory,hidden_strain_memory,0.40,4,8,0.50000,0.13620,0.19412,0.09796,0.62500,0.50000,0.37500,0.01042,0.18542,0.87500,2.38130,1.15026
particle_filter_memory,hidden_strain_memory,0.40,5,8,0.37500,0.13971,0.17201,0.12543,0.62500,0.62500,0.62500,0.00834,0.31875,1.00000,2.41165,1.14663
particle_filter_memory,hidden_strain_memory,0.40,6,8,0.50000,0.14484,0.16547,0.20693,0.75000,0.50000,0.25000,0.00625,0.18333,1.00000,2.35902,1.16297
particle_filter_memory,hidden_strain_memory,0.40,7,8,0.62500,0.13875,0.13004,0.19567,0.62500,0.37500,0.37500,0.01250,0.19375,1.00000,2.41203,1.13914
particle_filter_memory,occluded_contact_memory,0.10,0,8,0.37500,0.14970,0.21170,0.04922,0.50000,0.62500,0.25000,0.01459,0.10625,0.00000,2.20544,1.15206
particle_filter_memory,occluded_contact_memory,0.10,1,8,0.37500,0.14023,0.13832,0.28344,0.37500,0.62500,0.50000,0.01667,0.15000,0.12500,2.50101,1.16333
particle_filter_memory,occluded_contact_memory,0.10,2,8,0.50000,0.13984,0.13037,0.17424,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
particle_filter_memory,occluded_contact_memory,0.10,3,8,0.50000,0.14565,0.10295,0.18792,0.62500,0.50000,0.25000,0.01667,0.03125,0.00000,2.40564,1.18065
particle_filter_memory,occluded_contact_memory,0.10,4,8,0.62500,0.13937,0.16989,0.14873,0.50000,0.37500,0.12500,0.01667,0.02708,0.00000,2.24130,1.19992
particle_filter_memory,occluded_contact_memory,0.10,5,8,0.37500,0.14467,0.15598,0.18988,0.50000,0.62500,0.25000,0.01667,0.01458,0.00000,2.43166,1.20562
particle_filter_memory,occluded_contact_memory,0.10,6,8,0.37500,0.14484,0.16892,0.18231,0.37500,0.62500,0.37500,0.01875,0.11042,0.00000,2.38357,1.16840
particle_filter_memory,occluded_contact_memory,0.10,7,8,0.12500,0.14134,0.15806,0.19592,0.50000,0.87500,0.62500,0.01667,0.23958,0.25000,2.48253,1.19062
particle_filter_memory,occluded_contact_memory,0.20,0,8,0.12500,0.14471,0.21170,0.04922,0.50000,0.87500,0.62500,0.00625,0.40000,1.00000,2.35470,1.15018
particle_filter_memory,occluded_contact_memory,0.20,1,8,0.25000,0.13905,0.13832,0.28344,0.50000,0.75000,0.62500,0.01042,0.31458,1.00000,2.47994,1.13336
particle_filter_memory,occluded_contact_memory,0.20,2,8,0.25000,0.14480,0.13037,0.17424,0.50000,0.75000,0.50000,0.01042,0.26458,1.00000,2.38171,1.15684
particle_filter_memory,occluded_contact_memory,0.20,3,8,0.50000,0.13900,0.10295,0.18792,0.50000,0.50000,0.37500,0.01250,0.16667,1.00000,2.34852,1.07967
particle_filter_memory,occluded_contact_memory,0.20,4,8,0.62500,0.13614,0.16989,0.14873,0.50000,0.37500,0.37500,0.01042,0.09375,1.00000,2.38308,1.09387
particle_filter_memory,occluded_contact_memory,0.20,5,8,0.37500,0.14349,0.15598,0.18988,0.50000,0.62500,0.50000,0.00834,0.27083,1.00000,2.43356,1.15830
particle_filter_memory,occluded_contact_memory,0.20,6,8,0.25000,0.14205,0.16892,0.18231,0.50000,0.75000,0.62500,0.01250,0.33958,1.00000,2.37915,1.14901
particle_filter_memory,occluded_contact_memory,0.20,7,8,0.50000,0.13733,0.15806,0.19592,0.62500,0.50000,0.50000,0.00834,0.23542,1.00000,2.52002,1.09424
particle_filter_memory,occluded_contact_memory,0.30,0,8,0.12500,0.14471,0.21170,0.04922,0.50000,0.87500,0.62500,0.00625,0.40000,1.00000,2.35470,1.15018
particle_filter_memory,occluded_contact_memory,0.30,1,8,0.25000,0.13905,0.13832,0.28344,0.50000,0.75000,0.62500,0.01042,0.31458,1.00000,2.47994,1.13336
particle_filter_memory,occluded_contact_memory,0.30,2,8,0.25000,0.14480,0.13037,0.17424,0.50000,0.75000,0.50000,0.01042,0.26458,1.00000,2.38171,1.15684
particle_filter_memory,occluded_contact_memory,0.30,3,8,0.50000,0.13900,0.10295,0.18792,0.50000,0.50000,0.37500,0.01250,0.16667,1.00000,2.34852,1.07967
particle_filter_memory,occluded_contact_memory,0.30,4,8,0.62500,0.13614,0.16989,0.14873,0.50000,0.37500,0.37500,0.01042,0.09375,1.00000,2.38308,1.09387
particle_filter_memory,occluded_contact_memory,0.30,5,8,0.37500,0.14349,0.15598,0.18988,0.50000,0.62500,0.50000,0.00834,0.27083,1.00000,2.43356,1.15830
particle_filter_memory,occluded_contact_memory,0.30,6,8,0.25000,0.14205,0.16892,0.18231,0.50000,0.75000,0.62500,0.01250,0.33958,1.00000,2.37915,1.14901
particle_filter_memory,occluded_contact_memory,0.30,7,8,0.50000,0.13733,0.15806,0.19592,0.62500,0.50000,0.50000,0.00834,0.23542,1.00000,2.52002,1.09424
particle_filter_memory,occluded_contact_memory,0.40,0,8,0.12500,0.14471,0.21170,0.04922,0.50000,0.87500,0.62500,0.00625,0.40000,1.00000,2.35470,1.15018
particle_filter_memory,occluded_contact_memory,0.40,1,8,0.25000,0.13905,0.13832,0.28344,0.50000,0.75000,0.62500,0.01042,0.31458,1.00000,2.47994,1.13336
particle_filter_memory,occluded_contact_memory,0.40,2,8,0.25000,0.14480,0.13037,0.17424,0.50000,0.75000,0.50000,0.01042,0.26458,1.00000,2.38171,1.15684
particle_filter_memory,occluded_contact_memory,0.40,3,8,0.50000,0.13900,0.10295,0.18792,0.50000,0.50000,0.37500,0.01250,0.16667,1.00000,2.34852,1.07967
particle_filter_memory,occluded_contact_memory,0.40,4,8,0.62500,0.13614,0.16989,0.14873,0.50000,0.37500,0.37500,0.01042,0.09375,1.00000,2.38308,1.09387
particle_filter_memory,occluded_contact_memory,0.40,5,8,0.37500,0.14349,0.15598,0.18988,0.50000,0.62500,0.50000,0.00834,0.27083,1.00000,2.43356,1.15830
particle_filter_memory,occluded_contact_memory,0.40,6,8,0.25000,0.14205,0.16892,0.18231,0.50000,0.75000,0.62500,0.01250,0.33958,1.00000,2.37915,1.14901
particle_filter_memory,occluded_contact_memory,0.40,7,8,0.50000,0.13733,0.15806,0.19592,0.62500,0.50000,0.50000,0.00834,0.23542,1.00000,2.52002,1.09424
robust_cem_surrogate,combined_memory_stress,0.10,0,8,0.50000,0.13529,0.24617,0.04858,0.62500,0.50000,0.50000,0.03333,0.27083,0.25000,2.21256,1.04577
robust_cem_surrogate,combined_memory_stress,0.10,1,8,0.62500,0.14609,0.32442,0.13930,0.50000,0.37500,0.12500,0.03958,0.03125,0.00000,2.30624,1.13635
robust_cem_surrogate,combined_memory_stress,0.10,2,8,0.50000,0.14107,0.23241,0.08014,0.37500,0.50000,0.37500,0.04167,0.11667,0.12500,2.29795,1.15362
robust_cem_surrogate,combined_memory_stress,0.10,3,8,0.62500,0.14623,0.28482,0.11735,0.50000,0.37500,0.12500,0.03125,0.09583,0.00000,2.10437,1.05558
robust_cem_surrogate,combined_memory_stress,0.10,4,8,0.87500,0.14311,0.25718,0.09882,0.62500,0.12500,0.12500,0.03125,0.10000,0.12500,2.18842,1.10854
robust_cem_surrogate,combined_memory_stress,0.10,5,8,0.62500,0.14456,0.30905,0.13986,0.75000,0.37500,0.00000,0.03333,0.05625,0.00000,2.15506,1.10511
robust_cem_surrogate,combined_memory_stress,0.10,6,8,0.50000,0.14297,0.22911,0.07679,0.50000,0.50000,0.12500,0.02708,0.09792,0.00000,2.23564,1.01720
robust_cem_surrogate,combined_memory_stress,0.10,7,8,0.50000,0.14511,0.25318,0.08025,0.50000,0.50000,0.25000,0.03333,0.24167,0.12500,2.19484,1.06384
robust_cem_surrogate,combined_memory_stress,0.20,0,8,0.37500,0.13112,0.24617,0.04858,0.50000,0.62500,0.62500,0.03542,0.36875,0.75000,2.27090,1.11007
robust_cem_surrogate,combined_memory_stress,0.20,1,8,0.50000,0.14132,0.32442,0.13930,0.37500,0.50000,0.25000,0.04167,0.21250,0.62500,2.30819,1.13149
robust_cem_surrogate,combined_memory_stress,0.20,2,8,0.62500,0.13119,0.23241,0.08014,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
robust_cem_surrogate,combined_memory_stress,0.20,3,8,0.37500,0.14274,0.28482,0.11735,0.50000,0.62500,0.50000,0.03958,0.30208,0.75000,2.26780,1.17524
robust_cem_surrogate,combined_memory_stress,0.20,4,8,0.50000,0.13740,0.25718,0.09882,0.50000,0.50000,0.37500,0.03542,0.25000,0.75000,2.21709,1.10285
robust_cem_surrogate,combined_memory_stress,0.20,5,8,0.25000,0.13996,0.30905,0.13986,0.50000,0.75000,0.75000,0.03750,0.33333,0.87500,2.38202,1.21879
robust_cem_surrogate,combined_memory_stress,0.20,6,8,0.37500,0.14543,0.22911,0.07679,0.37500,0.62500,0.37500,0.03333,0.23958,0.75000,2.26462,1.15217
robust_cem_surrogate,combined_memory_stress,0.20,7,8,0.50000,0.13902,0.25318,0.08025,0.50000,0.50000,0.37500,0.03542,0.27083,0.62500,2.30780,1.15226
robust_cem_surrogate,combined_memory_stress,0.30,0,8,0.37500,0.13112,0.24617,0.04858,0.50000,0.62500,0.62500,0.03542,0.36875,0.75000,2.27090,1.11007
robust_cem_surrogate,combined_memory_stress,0.30,1,8,0.50000,0.14132,0.32442,0.13930,0.37500,0.50000,0.25000,0.04167,0.21250,0.62500,2.30819,1.13149
robust_cem_surrogate,combined_memory_stress,0.30,2,8,0.62500,0.13119,0.23241,0.08014,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
robust_cem_surrogate,combined_memory_stress,0.30,3,8,0.37500,0.14274,0.28482,0.11735,0.50000,0.62500,0.50000,0.03958,0.30208,0.75000,2.26780,1.17524
robust_cem_surrogate,combined_memory_stress,0.30,4,8,0.50000,0.13740,0.25718,0.09882,0.50000,0.50000,0.37500,0.03542,0.25000,0.75000,2.21709,1.10285
robust_cem_surrogate,combined_memory_stress,0.30,5,8,0.25000,0.13996,0.30905,0.13986,0.50000,0.75000,0.75000,0.03750,0.33333,0.87500,2.38202,1.21879
robust_cem_surrogate,combined_memory_stress,0.30,6,8,0.37500,0.14543,0.22911,0.07679,0.37500,0.62500,0.37500,0.03333,0.23958,0.75000,2.26462,1.15217
robust_cem_surrogate,combined_memory_stress,0.30,7,8,0.50000,0.13902,0.25318,0.08025,0.50000,0.50000,0.37500,0.03542,0.27083,0.62500,2.30780,1.15226
robust_cem_surrogate,combined_memory_stress,0.40,0,8,0.37500,0.13112,0.24617,0.04858,0.50000,0.62500,0.62500,0.03542,0.36875,0.75000,2.27090,1.11007
robust_cem_surrogate,combined_memory_stress,0.40,1,8,0.50000,0.14132,0.32442,0.13930,0.37500,0.50000,0.25000,0.04167,0.21250,0.62500,2.30819,1.13149
robust_cem_surrogate,combined_memory_stress,0.40,2,8,0.62500,0.13119,0.23241,0.08014,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
robust_cem_surrogate,combined_memory_stress,0.40,3,8,0.37500,0.14274,0.28482,0.11735,0.50000,0.62500,0.50000,0.03958,0.30208,0.75000,2.26780,1.17524
robust_cem_surrogate,combined_memory_stress,0.40,4,8,0.50000,0.13740,0.25718,0.09882,0.50000,0.50000,0.37500,0.03542,0.25000,0.75000,2.21709,1.10285
robust_cem_surrogate,combined_memory_stress,0.40,5,8,0.25000,0.13996,0.30905,0.13986,0.50000,0.75000,0.75000,0.03750,0.33333,0.87500,2.38202,1.21879
robust_cem_surrogate,combined_memory_stress,0.40,6,8,0.37500,0.14543,0.22911,0.07679,0.37500,0.62500,0.37500,0.03333,0.23958,0.75000,2.26462,1.15217
robust_cem_surrogate,combined_memory_stress,0.40,7,8,0.50000,0.13902,0.25318,0.08025,0.50000,0.50000,0.37500,0.03542,0.27083,0.62500,2.30780,1.15226
robust_cem_surrogate,hidden_strain_memory,0.10,0,8,0.50000,0.14360,0.25243,0.10181,0.75000,0.50000,0.12500,0.00834,0.01667,0.00000,2.25085,1.11400
robust_cem_surrogate,hidden_strain_memory,0.10,1,8,0.62500,0.13587,0.20869,0.07202,0.75000,0.37500,0.12500,0.00625,0.00000,0.12500,2.29903,1.02628
robust_cem_surrogate,hidden_strain_memory,0.10,2,8,0.50000,0.14281,0.27882,0.11709,0.62500,0.50000,0.12500,0.00834,0.00417,0.00000,2.25765,1.03499
robust_cem_surrogate,hidden_strain_memory,0.10,3,8,0.50000,0.14204,0.15892,0.01990,0.62500,0.50000,0.12500,0.00834,0.05000,0.12500,2.28170,1.15043
robust_cem_surrogate,hidden_strain_memory,0.10,4,8,0.37500,0.14525,0.24362,0.10698,0.62500,0.62500,0.25000,0.01042,0.04583,0.12500,2.35389,1.18878
robust_cem_surrogate,hidden_strain_memory,0.10,5,8,0.37500,0.14694,0.24934,0.10835,0.50000,0.62500,0.37500,0.01250,0.14583,0.00000,2.30628,1.19966
robust_cem_surrogate,hidden_strain_memory,0.10,6,8,0.50000,0.14509,0.17421,0.01614,0.62500,0.50000,0.12500,0.01042,0.06042,0.25000,2.27927,1.07376
robust_cem_surrogate,hidden_strain_memory,0.10,7,8,0.75000,0.14360,0.17574,0.02547,0.62500,0.25000,0.25000,0.01042,0.01667,0.12500,2.43405,1.09599
robust_cem_surrogate,hidden_strain_memory,0.20,0,8,0.50000,0.14528,0.25243,0.10181,0.75000,0.50000,0.25000,0.01042,0.01667,0.37500,2.33166,1.14415
robust_cem_surrogate,hidden_strain_memory,0.20,1,8,0.62500,0.13839,0.20869,0.07202,0.75000,0.37500,0.25000,0.00834,0.03542,0.50000,2.43444,1.16613
robust_cem_surrogate,hidden_strain_memory,0.20,2,8,0.25000,0.14417,0.27882,0.11709,0.50000,0.75000,0.62500,0.01250,0.25208,0.50000,2.34268,1.15124
robust_cem_surrogate,hidden_strain_memory,0.20,3,8,0.50000,0.14149,0.15892,0.01990,0.62500,0.50000,0.37500,0.00834,0.21875,0.75000,2.43789,1.14185
robust_cem_surrogate,hidden_strain_memory,0.20,4,8,0.50000,0.14318,0.24362,0.10698,0.75000,0.50000,0.25000,0.00834,0.12083,0.50000,2.35482,1.14736
robust_cem_surrogate,hidden_strain_memory,0.20,5,8,0.25000,0.14802,0.24934,0.10835,0.50000,0.75000,0.62500,0.00834,0.28750,0.50000,2.28920,1.21149
